03861168,-117.965163,33.998974
03864346,-117.965163,33.998974
03865539,-117.965163,33.998974
03866779,-117.965163,33.998974
03867775,-117.965163,33.998974
03874635,-117.965163,33.998974
03874635,-117.965163,33.998974
03877289,-117.965163,33.998974
03885555,-117.965163,33.998974
03885705,-117.965163,33.998974
03887062,-117.965163,33.998974
03888043,-117.965163,33.998974
03888725,-117.965163,33.998974
03890113,-117.965163,33.998974
03890978,-117.965163,33.998974
03892414,-117.965163,33.998974
03895643,-117.965163,33.998974
03901308,-117.965163,33.998974
03903837,-117.965163,33.998974
03906198,-117.965163,33.998974
03908150,-117.965163,33.998974
03909103,-117.965163,33.998974
03912413,-117.965163,33.998974
03913605,-117.965163,33.998974
03917569,-117.965163,33.998974
03921667,-117.965163,33.998974
03923949,-117.965163,33.998974
03923949,-117.965163,33.998974
03931990,-117.965163,33.998974
03932815,-117.965163,33.998974
03941150,-117.965163,33.998974
03942758,-117.965163,33.998974
03944455,-117.965163,33.998974
03947769,-117.965163,33.998974
03947812,-117.965163,33.998974
03949533,-117.965163,33.998974
03953192,-117.965163,33.998974
03956922,-117.965163,33.998974
03958446,-117.965163,33.998974
03960297,-117.965163,33.998974
03963194,-117.965163,33.998974
03965862,-117.965163,33.998974
03966166,-117.965163,33.998974
03981411,-117.965163,33.998974
03981929,-117.965163,33.998974
03984277,-117.965163,33.998974
03986295,-117.965163,33.998974
03986644,-117.965163,33.998974
03987659,-117.965163,33.998974
03987938,-117.965163,33.998974
03992939,-117.965163,33.998974
03993112,-117.965163,33.998974
03995669,-117.965163,33.998974
03995670,-117.965163,33.998974
03995774,-117.965163,33.998974
03998030,-117.965163,33.998974
04003402,-117.965163,33.998974
04003416,-117.965163,33.998974
04004621,-117.965163,33.998974
04011830,-117.965163,33.998974
04015698,-117.965163,33.998974
04017811,-117.965163,33.998974
04021986,-117.965163,33.998974
04023400,-117.965163,33.998974
04026022,-117.965163,33.998974
04030476,-117.965163,33.998974
04036395,-117.965163,33.998974
